material_input,llm_provider,llm_model,success,error_message,llm_formula,llm_space_group,llm_lattice_params,llm_atomic_positions,mp_formula,mp_space_group,mp_lattice_params,mp_atomic_positions,processing_time,api_failure,score
Copper oxide,openai,gpt-5.4,True,,CuO,C2/c,"{'a': 4.6837, 'b': 3.4226, 'c': 5.1288, 'alpha': 90.0, 'beta': 99.54, 'gamma': 90.0}","[{'element': 'Cu', 'position': [0.25, 0.25, 0.0]}, {'element': 'Cu', 'position': [0.25, 0.75, 0.5]}, {'element': 'O', 'position': [0.0, 0.416, 0.25]}, {'element': 'O', 'position': [0.0, 0.584, 0.75]}]",CuO,C2/c,"{'a': 2.9389026635780233, 'b': 2.9389026635780233, 'c': 5.160720932451686, 'alpha': 88.19100061484032, 'beta': 88.19100061484032, 'gamma': 87.399721810397}","[{'element': 'Cu', 'position': [0.0, 0.5, 0.5]}, {'element': 'Cu', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.486128, 0.513872, 0.75]}, {'element': 'O', 'position': [0.513872, 0.486128, 0.25]}]",5.205125093460083,False,0.75
Silicon dioxide,openai,gpt-5.4,True,,SiO2,P3121,"{'a': 4.913, 'b': 4.913, 'c': 5.405, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.6667]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.3333]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.0]}, {'element': 'O', 'position': [0.4133, 0.2672, 0.7854]}, {'element': 'O', 'position': [0.7328, 0.1461, 0.4521]}, {'element': 'O', 'position': [0.8539, 0.5867, 0.1187]}, {'element': 'O', 'position': [0.5867, 0.1461, 0.2146]}, {'element': 'O', 'position': [0.1461, 0.7328, 0.5479]}, {'element': 'O', 'position': [0.2672, 0.4133, 0.8813]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",7.366025686264038,False,0.5
Quartz,openai,gpt-5.4,True,,SiO2,P3_121,"{'a': 4.913, 'b': 4.913, 'c': 5.405, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.6667]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.3333]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.0]}, {'element': 'O', 'position': [0.4133, 0.2672, 0.785]}, {'element': 'O', 'position': [0.7328, 0.1461, 0.4517]}, {'element': 'O', 'position': [0.8539, 0.5867, 0.1183]}, {'element': 'O', 'position': [0.5867, 0.1461, 0.215]}, {'element': 'O', 'position': [0.1461, 0.7328, 0.5483]}, {'element': 'O', 'position': [0.2672, 0.4133, 0.8817]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",7.449831485748291,False,0.75
Sodium chloride,openai,gpt-5.4,True,,NaCl,Fm-3m,"{'a': 5.64, 'b': 5.64, 'c': 5.64, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",NaCl,Fm-3m,"{'a': 3.951402922131455, 'b': 3.951402172480169, 'c': 3.951402, 'alpha': 59.99998470065274, 'beta': 59.99999097646918, 'gamma': 59.99999737523848}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",4.433220386505127,False,1.0
Cesium chloride,openai,gpt-5.4,True,,CsCl,Pm-3m,"{'a': 4.12, 'b': 4.12, 'c': 4.12, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",CsCl,Pm-3m,"{'a': 4.14369834, 'b': 4.14369834, 'c': 4.14369834, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",3.6766183376312256,False,1.0
Lithium fluoride,openai,gpt-5.4,True,,LiF,Fm-3m,"{'a': 4.03, 'b': 4.03, 'c': 4.03, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",LiF,Fm-3m,"{'a': 2.8874190721445334, 'b': 2.887419441542915, 'c': 2.887419, 'alpha': 59.999993602033705, 'beta': 59.99998937001777, 'gamma': 59.99999714535949}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",3.643807888031006,False,1.0
Magnesium oxide,openai,gpt-5.4,True,,MgO,Fm-3m,"{'a': 4.21, 'b': 4.21, 'c': 4.21, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",MgO,Fm-3m,"{'a': 2.965608463297897, 'b': 2.9656084142286705, 'c': 2.96560719, 'alpha': 59.99999152264117, 'beta': 59.99999219878217, 'gamma': 59.99998781182175}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",3.612489700317383,False,1.0
Calcium fluoride,openai,gpt-5.4,True,,CaF2,Fm-3m,"{'a': 5.462, 'b': 5.462, 'c': 5.462, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}, {'element': 'F', 'position': [0.75, 0.75, 0.75]}]",CaF2,Fm-3m,"{'a': 3.900438, 'b': 3.900438, 'c': 3.900438, 'alpha': 60.0, 'beta': 60.0, 'gamma': 60.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.75, 0.75, 0.75]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}]",4.092450857162476,False,1.0
Barium sulfate,openai,gpt-5.4,True,,BaSO4,Pnma,"{'a': 8.884, 'b': 5.456, 'c': 7.153, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.1847, 0.25, 0.1577]}, {'element': 'S', 'position': [0.437, 0.25, 0.31]}, {'element': 'O', 'position': [0.587, 0.25, 0.39]}, {'element': 'O', 'position': [0.319, 0.25, 0.43]}, {'element': 'O', 'position': [0.418, 0.028, 0.16]}]",BaSO4,Pnma,"{'a': 5.46903188, 'b': 7.18825422, 'c': 8.91393949, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.25, 0.84323851, 0.68510564]}, {'element': 'Ba', 'position': [0.75, 0.15676149, 0.31489436]}, {'element': 'Ba', 'position': [0.75, 0.34323851, 0.81489436]}, {'element': 'Ba', 'position': [0.25, 0.6567614900000001, 0.18510564000000002]}, {'element': 'S', 'position': [0.25, 0.30928493, 0.56192277]}, {'element': 'S', 'position': [0.75, 0.69071507, 0.43807723]}, {'element': 'S', 'position': [0.75, 0.80928493, 0.93807723]}, {'element': 'S', 'position': [0.25, 0.19071507000000001, 0.06192277]}, {'element': 'O', 'position': [0.53023403, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.46976597000000003, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.96976597, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.46976597000000003, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.96976597, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.53023403, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.25, 0.39128857, 0.41162364]}, {'element': 'O', 'position': [0.75, 0.60871143, 0.58837636]}, {'element': 'O', 'position': [0.75, 0.8912885700000001, 0.08837636]}, {'element': 'O', 'position': [0.25, 0.10871143, 0.9116236400000001]}, {'element': 'O', 'position': [0.25, 0.04902758, 0.18154347]}, {'element': 'O', 'position': [0.75, 0.95097242, 0.8184565300000001]}, {'element': 'O', 'position': [0.75, 0.54902758, 0.31845653]}, {'element': 'O', 'position': [0.25, 0.45097242, 0.68154347]}]",4.727458715438843,False,0.8349
Barium titanate,openai,gpt-5.4,False,llm returned chemical formula as dict instead of string,"{'reduced': 'BaTiO3', 'full': 'BaTiO3'}",P4mm,"{'a': 3.994, 'b': 3.994, 'c': 4.036, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.52]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.49]}, {'element': 'O', 'position': [0.0, 0.5, 0.49]}]",BaTiO3,Amm2,"{'a': 3.98333387, 'b': 4.0573426446750185, 'c': 4.0573423579991434, 'alpha': 90.25451681616497, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.00341385, 0.9965861500000001]}, {'element': 'Ti', 'position': [0.5, 0.5185038200000001, 0.48149618]}, {'element': 'O', 'position': [0.5, 0.49135189999999906, 0.02157433]}, {'element': 'O', 'position': [0.5, 0.97842567, 0.508648099999999]}, {'element': 'O', 'position': [0.0, 0.48820476, 0.51179524]}]",4.707791328430176,False,0.0
Lead titanate,openai,gpt-5.4,True,,PbTiO3,P4mm,"{'a': 3.9, 'b': 3.9, 'c': 4.15, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Pb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.54]}, {'element': 'O', 'position': [0.5, 0.5, 0.112]}, {'element': 'O', 'position': [0.5, 0.0, 0.612]}, {'element': 'O', 'position': [0.0, 0.5, 0.612]}]",TiPbO3,P4mm,"{'a': 3.8795519, 'b': 3.8795519, 'c': 4.2858876200000005, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ti', 'position': [0.5, 0.5, 0.58251444]}, {'element': 'Pb', 'position': [-0.0, 0.0, 0.12358795]}, {'element': 'O', 'position': [-0.0, 0.5, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.0, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.5, 0.99578232]}]",5.156111001968384,False,0.25
Strontium titanate,openai,gpt-5.4,True,,SrTiO3,Pm-3m,"{'a': 3.905, 'b': 3.905, 'c': 3.905, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sr', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}]",SrTiO3,I4/mcm,"{'a': 5.522329700714994, 'b': 5.522329559400709, 'c': 5.534898478941332, 'alpha': 119.92490712678152, 'beta': 119.92490461029365, 'gamma': 89.99999866323975}","[{'element': 'Sr', 'position': [0.75, 0.25, 0.5]}, {'element': 'Sr', 'position': [0.25, 0.75, 0.5]}, {'element': 'Ti', 'position': [0.5, 0.5, -0.0]}, {'element': 'Ti', 'position': [-0.0, 0.0, -0.0]}, {'element': 'O', 'position': [0.77095745, 0.27095745, -0.0]}, {'element': 'O', 'position': [0.7290425500000001, 0.77095745, 0.0]}, {'element': 'O', 'position': [0.27095745, 0.22904255, -0.0]}, {'element': 'O', 'position': [0.22904255, 0.7290425500000001, 0.0]}, {'element': 'O', 'position': [0.25, 0.25, 0.5]}, {'element': 'O', 'position': [0.75, 0.75, 0.5]}]",4.713916540145874,False,0.5
Lithium niobate,openai,gpt-5.4,False,llm returned chemical formula as dict instead of string,"{'reduced': 'LiNbO3', 'full': 'LiNbO3'}",R3c,"{'a': 5.148, 'b': 5.148, 'c': 13.863, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.282]}, {'element': 'Li', 'position': [0.0, 0.0, 0.616]}, {'element': 'Nb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Nb', 'position': [0.0, 0.0, 0.333333]}, {'element': 'O', 'position': [0.319, 0.0, 0.083]}, {'element': 'O', 'position': [0.0, 0.319, 0.083]}, {'element': 'O', 'position': [0.681, 0.681, 0.083]}, {'element': 'O', 'position': [0.681, 0.0, 0.417]}, {'element': 'O', 'position': [0.0, 0.681, 0.417]}, {'element': 'O', 'position': [0.319, 0.319, 0.417]}]",LiNbO3,R3c,"{'a': 5.153462, 'b': 5.153943, 'c': 5.530974, 'alpha': 90.018554, 'beta': 117.759752, 'gamma': 119.984998}","[{'element': 'Li', 'position': [0.412869, 0.707396, 0.119116]}, {'element': 'Li', 'position': [0.412499, 0.205245, 0.617538]}, {'element': 'Nb', 'position': [0.976808, 0.988594, 0.965218]}, {'element': 'Nb', 'position': [0.976827, 0.488462, 0.465406]}, {'element': 'O', 'position': [0.505298, 0.884402, 0.776164]}, {'element': 'O', 'position': [0.891609, 0.620943, 0.776218]}, {'element': 'O', 'position': [0.155012, 0.270355, 0.775963]}, {'element': 'O', 'position': [0.891586, 0.770553, 0.276177]}, {'element': 'O', 'position': [0.154917, 0.384401, 0.276036]}, {'element': 'O', 'position': [0.505374, 0.121051, 0.276364]}]",6.731151342391968,False,0.0
Potassium niobate,openai,gpt-5.4,False,llm returned chemical formula as dict instead of string,"{'reduced': 'KNbO3', 'full': 'KNbO3'}",Amm2,"{'a': 3.973, 'b': 5.695, 'c': 5.721, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Nb', 'position': [0.5, 0.0, 0.498]}, {'element': 'O', 'position': [0.5, 0.25, 0.242]}, {'element': 'O', 'position': [0.0, 0.0, 0.527]}, {'element': 'O', 'position': [0.5, 0.0, 0.758]}]",KNbO3,R3m,"{'a': 4.049923854879114, 'b': 4.0499238731574305, 'c': 4.0499247414557855, 'alpha': 89.83687109964886, 'beta': 89.83687925054527, 'gamma': 89.83686205811088}","[{'element': 'K', 'position': [0.01326228, 0.01326228, 0.01326228]}, {'element': 'Nb', 'position': [0.50305267, 0.50305267, 0.50305267]}, {'element': 'O', 'position': [0.03114225, 0.5295219, 0.5295219]}, {'element': 'O', 'position': [0.5295219, 0.5295219, 0.03114225]}, {'element': 'O', 'position': [0.5295219, 0.03114225, 0.5295219]}]",5.118577003479004,False,0.0
